"phone","churn","account_length","area_code","custserv_calls","day_calls","day_charge","day_mins","eve_calls","eve_charge","eve_mins","intl_calls","intl_charge","intl_mins","intl_plan","night_calls","night_charge","night_mins","vmail_message","vmail_plan"
"329-8669","no",156,"510",1,122,40.41,237.7,91,15.43,181.5,4,2.08,7.7,"no",151,8.36,185.7,0,"no"
"328-8808","no",109,"415",2,128,23.29,137.0,116,18.45,217.0,5,2.7,10.0,"no",86,8.19,182.1,0,"no"
"409-3018","no",95,"510",2,109,24.23,142.5,107,14.97,176.1,3,2.21,8.2,"no",88,8.53,189.6,0,"no"
"421-5994","no",90,"408",1,126,24.21,142.4,118,10.73,126.2,4,1.24,4.6,"no",71,12.34,274.2,0,"no"
"354-4448","no",105,"415",2,112,24.99,147.0,43,16.77,197.3,3,2.35,8.7,"no",93,12.03,267.4,21,"yes"
"352-5081","no",101,"510",1,124,37.45,220.3,101,16.03,188.6,4,2.86,10.6,"no",98,12.53,278.4,0,"no"
"401-7803","no",95,"415",1,96,25.36,149.2,116,22.16,260.7,2,2.19,8.1,"no",120,9.05,201.0,0,"no"
"420-6052","no",123,"415",0,88,34.75,204.4,111,11.69,137.5,4,2.7,10.0,"no",100,10.17,226.0,0,"no"
"352-6084","no",160,"408",1,77,36.86,216.8,117,17.62,207.3,2,1.51,5.6,"no",117,10.29,228.6,0,"no"
"388-8583","no",141,"510",1,123,52.36,308.0,128,21.06,247.8,3,2.0,7.4,"no",103,6.88,152.9,28,"yes"
"415-3158","no",87,"415",0,125,9.86,58.0,116,5.74,67.5,3,3.11,11.5,"no",136,8.37,185.9,0,"no"
"402-9304","no",81,"415",2,80,29.44,173.2,94,20.08,236.2,6,3.19,11.8,"no",84,10.81,240.2,0,"no"
"341-1916","no",75,"415",4,90,35.75,210.3,87,20.55,241.8,3,3.54,13.1,"no",102,9.71,215.7,19,"yes"
"381-2745","no",126,"408",0,125,10.01,58.9,90,25.97,305.5,6,3.27,12.1,"no",73,7.15,158.9,24,"yes"
"402-5014","no",28,"415",3,102,40.26,236.8,87,14.2,167.1,3,2.62,9.7,"no",115,12.61,280.2,0,"no"
"399-8846","no",153,"415",0,102,38.91,228.9,136,13.66,160.7,2,3.38,12.5,"no",109,9.14,203.1,0,"no"
"328-9267","yes",97,"408",2,87,15.3,90.0,113,23.49,276.3,6,2.32,8.6,"no",107,8.33,185.2,32,"yes"
"348-7224","no",115,"408",2,128,24.94,146.7,74,9.03,106.2,4,3.0,11.1,"no",104,8.9,197.7,0,"no"
"336-2190","no",95,"408",1,83,40.34,237.3,65,13.09,154.0,6,3.02,11.2,"no",105,10.67,237.0,0,"no"
"376-4705","yes",17,"415",0,118,27.68,162.8,91,19.52,229.6,3,3.67,13.6,"yes",94,14.97,332.7,0,"no"
"381-4076","no",105,"415",1,114,31.77,186.9,91,21.79,256.3,2,2.4,8.9,"no",104,15.06,334.7,20,"yes"
"348-8464","no",121,"415",2,100,14.64,86.1,113,22.08,259.8,9,2.46,9.1,"no",79,6.66,148.0,0,"no"
"412-7020","no",125,"408",2,89,36.09,212.3,127,18.31,215.4,2,3.05,11.3,"no",73,8.41,186.8,0,"no"
"386-8432","no",124,"415",2,98,25.67,151.0,119,10.25,120.6,2,2.48,9.2,"no",81,6.88,152.8,0,"no"
"337-1802","no",35,"408",2,67,26.96,158.6,96,11.08,130.4,5,1.86,6.9,"no",80,10.34,229.8,0,"no"
"366-1084","yes",134,"510",0,93,50.32,296.0,117,19.24,226.4,10,3.32,12.3,"no",98,11.11,246.8,0,"no"
"352-4182","no",123,"510",3,77,36.09,212.3,78,21.38,251.5,2,1.78,6.6,"no",85,9.39,208.7,32,"yes"
"368-5628","no",124,"415",3,61,39.85,234.4,111,15.24,179.3,6,2.81,10.4,"no",117,12.85,285.5,0,"no"
"333-8996","no",133,"510",2,92,30.06,176.8,97,15.94,187.5,3,1.76,6.5,"no",88,8.86,196.8,0,"no"
"353-2557","no",185,"415",0,123,26.74,157.3,94,21.9,257.7,6,2.59,9.6,"no",107,8.57,190.4,19,"yes"
"356-8621","no",1,"415",1,68,24.92,146.6,67,14.69,172.8,2,2.7,10.0,"no",113,7.82,173.8,26,"yes"
"354-6942","no",107,"415",1,108,44.29,260.5,110,8.7,102.4,5,2.65,9.8,"no",148,5.84,129.7,0,"no"
"377-9829","no",91,"415",1,98,24.84,146.1,104,23.58,277.4,3,1.67,6.2,"no",100,6.2,137.7,20,"yes"
"348-4660","yes",178,"408",2,134,21.17,124.5,78,12.0,141.2,2,3.08,11.4,"yes",113,12.07,268.2,0,"no"
"410-5199","no",123,"415",1,49,35.6,209.4,117,20.18,237.4,11,2.65,9.8,"no",98,10.76,239.2,0,"no"
"397-6542","yes",170,"415",1,44,48.57,285.7,144,14.24,167.5,4,2.35,8.7,"no",97,11.7,260.0,0,"no"
"333-4492","no",135,"415",1,44,32.45,190.9,109,13.72,161.4,2,2.27,8.4,"no",100,10.44,231.9,0,"no"
"405-9573","no",85,"408",1,88,24.55,144.4,105,22.49,264.6,3,2.67,9.9,"no",94,8.34,185.4,0,"no"
"359-7255","no",134,"415",2,130,35.5,208.8,104,11.3,132.9,4,3.0,11.1,"no",107,6.15,136.7,50,"yes"
"419-5501","no",148,"415",1,141,13.19,77.6,60,17.6,207.0,2,2.94,10.9,"no",115,11.51,255.7,36,"yes"
"404-4809","yes",93,"415",1,101,46.09,271.1,133,20.18,237.4,6,2.27,8.4,"no",103,6.54,145.4,0,"no"
"344-6334","no",138,"415",0,104,40.94,240.8,92,12.28,144.5,1,3.13,11.6,"no",98,5.66,125.7,0,"no"
"400-1899","no",159,"510",0,98,19.52,114.8,101,16.37,192.6,5,3.29,12.2,"no",108,11.66,259.0,0,"no"
"346-5053","no",103,"415",1,80,23.6,138.8,108,12.07,142.0,7,3.19,11.8,"no",77,8.27,183.8,34,"yes"
"398-2148","no",150,"408",0,112,35.67,209.8,80,13.18,155.0,6,1.94,7.2,"no",111,11.32,251.5,27,"yes"
"347-7675","no",37,"408",3,98,22.93,134.9,130,21.11,248.4,2,3.97,14.7,"no",113,10.63,236.2,0,"no"
"411-8956","no",33,"415",0,99,27.88,164.0,102,13.01,153.1,4,1.73,6.4,"yes",104,5.57,123.8,0,"no"
"390-3761","no",55,"415",1,130,41.74,245.5,54,16.38,192.7,4,2.46,9.1,"no",83,6.38,141.7,0,"no"
"377-3876","no",134,"408",0,94,13.65,80.3,124,16.99,199.9,3,4.48,16.6,"no",117,7.69,170.8,32,"yes"
"345-2476","no",107,"408",2,90,15.42,90.7,109,17.64,207.5,5,1.51,5.6,"no",96,7.62,169.4,0,"no"
"337-7879","no",80,"408",1,115,32.35,190.3,78,21.81,256.6,4,1.03,3.8,"no",145,9.67,214.9,36,"yes"
"361-7283","yes",78,"408",1,108,18.46,108.6,126,17.84,209.9,5,2.13,7.9,"no",117,10.02,222.6,0,"no"
"372-4868","yes",85,"408",4,88,15.27,89.8,75,19.82,233.2,7,2.51,9.3,"no",116,7.46,165.7,17,"yes"
"346-8863","no",61,"415",2,106,42.91,252.4,69,15.96,187.8,3,2.7,10.0,"no",137,11.68,259.6,15,"yes"
"390-5267","no",97,"415",5,94,31.18,183.4,120,22.87,269.1,4,1.81,6.7,"no",38,9.16,203.5,32,"yes"
"392-1547","no",136,"408",2,103,31.18,183.4,113,12.06,141.9,9,2.81,10.4,"yes",122,9.02,200.4,0,"no"
"340-8177","no",135,"408",3,100,26.38,155.2,84,11.55,135.9,9,1.03,3.8,"no",82,8.31,184.6,0,"no"
"383-4802","no",87,"415",1,122,28.19,165.8,89,15.89,186.9,0,0.0,0.0,"no",78,11.24,249.7,19,"yes"
"378-8567","no",165,"510",0,67,35.6,209.4,89,23.27,273.8,1,3.46,12.8,"no",88,6.76,150.2,0,"no"
"406-7844","yes",148,"415",2,104,47.48,279.3,87,17.14,201.6,2,2.13,7.9,"no",99,12.64,280.8,0,"no"
"402-9173","no",99,"415",2,102,29.6,174.1,118,8.42,99.1,2,2.08,7.7,"no",126,9.52,211.6,0,"no"
"352-3440","no",123,"415",2,78,29.87,175.7,96,15.69,184.6,2,2.46,9.1,"no",92,7.06,156.9,0,"no"
"363-1413","no",127,"415",1,87,43.61,256.5,101,18.88,222.1,3,3.51,13.0,"yes",122,7.05,156.7,0,"no"
"394-8861","no",151,"415",0,89,28.93,170.2,83,15.94,187.5,3,1.16,4.3,"no",100,5.38,119.5,0,"no"
"358-4036","no",185,"408",1,92,23.73,139.6,115,21.27,250.2,4,2.92,10.8,"no",79,7.11,158.1,0,"no"
"392-4680","no",65,"415",4,119,35.5,208.8,106,12.08,142.1,4,3.38,12.5,"no",87,9.66,214.6,34,"yes"
"354-2762","no",58,"510",4,126,35.72,210.1,108,21.16,248.9,2,3.89,14.4,"no",88,7.14,158.6,0,"no"
"371-5811","no",104,"415",2,87,19.31,113.6,98,13.48,158.6,6,2.84,10.5,"no",87,8.45,187.7,0,"no"
"387-2014","no",44,"415",0,89,34.44,202.6,96,13.86,163.0,3,2.24,8.3,"no",151,12.06,268.1,0,"no"
"411-6598","no",58,"408",4,112,29.65,174.4,122,22.59,265.8,0,0.0,0.0,"no",87,8.21,182.4,0,"no"
"355-9356","no",108,"415",0,117,35.8,210.6,103,13.96,164.2,5,2.54,9.4,"no",68,9.06,201.4,0,"no"
"406-4720","no",132,"510",1,88,20.66,121.5,124,21.51,253.0,4,2.89,10.7,"no",120,8.81,195.7,0,"no"
"356-7239","no",80,"415",2,67,21.73,127.8,112,15.44,181.6,2,4.29,15.9,"no",63,8.88,197.3,0,"no"
"328-8747","no",162,"415",2,98,22.98,135.2,107,20.57,242.0,2,2.75,10.2,"no",96,11.11,246.9,0,"no"
"388-9464","no",110,"510",2,62,16.9,99.4,86,23.38,275.0,3,4.51,16.7,"no",94,9.54,212.1,0,"no"
"406-2866","yes",96,"415",1,105,47.07,276.9,94,20.99,246.9,3,2.78,10.3,"no",107,11.45,254.4,0,"no"
"333-5729","yes",168,"408",2,134,27.78,163.4,87,20.41,240.1,2,3.13,11.6,"no",147,7.38,164.0,0,"no"
"391-1499","yes",72,"510",4,116,48.86,287.4,126,20.0,235.3,3,1.35,5.0,"no",114,13.14,292.1,0,"no"
"386-8690","no",125,"408",1,104,20.49,120.5,115,19.36,227.8,3,2.75,10.2,"no",100,7.13,158.5,23,"yes"
"391-2231","no",170,"510",2,106,31.3,184.1,70,17.42,204.9,3,2.65,9.8,"no",133,10.09,224.3,0,"no"
"332-2275","no",71,"510",3,84,31.45,185.0,129,19.76,232.5,4,4.02,14.9,"no",82,8.6,191.1,0,"no"
"340-4028","no",124,"415",1,109,27.35,160.9,152,12.26,144.2,12,3.48,12.9,"no",97,5.42,120.4,0,"no"
"363-3486","no",68,"415",2,68,35.29,207.6,123,21.39,251.6,6,2.94,10.9,"no",100,8.62,191.6,0,"no"
"418-3181","no",97,"415",1,134,35.56,209.2,0,0.0,0.0,6,3.19,11.8,"no",94,7.89,175.4,0,"no"
"351-3316","no",98,"510",1,71,26.93,158.4,66,26.06,306.6,4,0.57,2.1,"yes",93,6.49,144.2,0,"no"
"369-3626","yes",24,"408",2,73,25.33,149.0,81,11.14,131.0,3,2.32,8.6,"no",69,10.74,238.6,0,"no"
"353-2763","no",136,"510",0,63,34.77,204.5,95,17.75,208.8,2,2.65,9.8,"no",119,10.08,224.0,0,"no"
"358-7165","yes",44,"408",0,86,49.1,288.8,87,14.95,175.9,2,2.57,9.5,"no",106,9.69,215.4,0,"no"
"353-3223","no",96,"415",0,90,18.46,108.6,154,17.54,206.4,4,3.62,13.4,"no",118,5.68,126.3,40,"yes"
"338-9044","no",31,"415",1,129,16.58,97.5,78,22.13,260.4,5,1.89,7.0,"no",100,3.99,88.7,0,"no"
"341-7296","no",72,"415",0,102,28.31,166.5,103,22.19,261.0,5,3.59,13.3,"no",85,11.82,262.7,0,"no"
"398-4431","no",24,"415",1,104,26.55,156.2,101,7.65,90.0,5,1.97,7.3,"no",116,9.23,205.1,0,"no"
"408-5601","no",112,"415",4,89,38.28,225.2,117,21.83,256.8,1,3.11,11.5,"no",87,11.24,249.7,31,"yes"
"328-5188","yes",117,"415",1,118,48.86,287.4,84,22.07,259.6,3,2.7,10.0,"yes",86,6.89,153.2,0,"no"
"329-4474","no",137,"415",0,96,29.8,175.3,146,20.51,241.3,2,2.11,7.8,"no",109,9.51,211.4,19,"yes"
"357-4573","no",136,"408",0,75,17.36,102.1,97,18.66,219.5,5,2.65,9.8,"no",92,3.32,73.7,0,"no"
"341-7112","no",95,"415",0,103,26.84,157.9,90,22.07,259.6,2,3.78,14.0,"no",117,10.35,230.0,0,"no"
"400-3147","no",82,"415",1,73,24.91,146.5,65,20.94,246.4,4,1.11,4.1,"no",114,8.96,199.0,19,"yes"
"378-1936","yes",145,"415",1,116,41.79,245.8,91,24.37,286.7,13,2.43,9.0,"no",115,10.83,240.7,0,"no"
"347-1640","no",56,"415",1,114,30.21,177.7,110,18.33,215.6,5,2.84,10.5,"yes",67,10.65,236.7,0,"no"
"374-9531","no",155,"408",2,146,42.64,250.8,105,12.96,152.5,5,2.7,10.0,"yes",104,6.66,148.1,0,"no"
"380-4374","yes",133,"408",0,100,20.03,117.8,105,16.93,199.2,4,3.19,11.8,"no",119,10.98,244.1,0,"no"
"380-9409","no",53,"415",2,113,20.35,119.7,84,16.12,189.7,7,3.48,12.9,"no",108,11.53,256.2,0,"no"
"387-1116","yes",123,"415",5,87,41.17,242.2,101,19.22,226.1,3,2.21,8.2,"no",121,12.09,268.6,0,"no"
"400-7509","no",136,"415",7,83,27.78,163.4,119,21.19,249.3,4,2.65,9.8,"no",90,11.24,249.7,0,"no"
"403-6225","no",57,"415",3,113,27.37,161.0,134,17.68,208.0,4,2.27,8.4,"no",81,9.36,208.1,0,"no"
"382-8274","no",62,"408",1,111,21.88,128.7,104,14.41,169.5,5,2.78,10.3,"no",97,8.71,193.6,0,"no"
"354-5764","no",112,"415",1,94,13.87,81.6,112,22.79,268.1,18,2.32,8.6,"no",75,6.34,140.8,0,"no"
"387-6912","no",55,"415",1,91,35.31,207.7,113,16.97,199.7,1,1.97,7.3,"no",110,9.74,216.5,20,"yes"
"384-3413","yes",95,"408",6,115,21.86,128.6,88,18.38,216.2,2,1.7,6.3,"no",96,11.49,255.3,0,"no"
"367-3950","no",125,"415",1,65,39.66,233.3,93,17.83,209.8,4,2.46,9.1,"no",109,9.48,210.6,0,"no"
"396-4254","yes",1,"415",5,106,30.96,182.1,106,11.47,134.9,3,2.7,10.0,"no",75,6.85,152.3,0,"no"
"333-3010","yes",98,"415",6,81,28.56,168.0,125,13.87,163.2,2,2.16,8.0,"no",120,7.77,172.7,36,"yes"
"393-1891","no",105,"415",1,88,42.77,251.6,103,14.88,175.1,5,1.46,5.4,"no",112,8.3,184.4,0,"no"
"336-9053","no",113,"415",0,102,31.25,183.8,123,15.59,183.4,7,3.13,11.6,"no",52,10.58,235.0,30,"yes"
"353-3372","yes",99,"408",3,44,43.59,256.4,105,18.23,214.5,1,2.13,7.9,"no",75,10.52,233.7,0,"no"
"386-8943","no",103,"415",1,134,30.63,180.2,85,8.3,97.7,3,2.27,8.4,"no",134,8.18,181.7,0,"no"
"376-9716","no",177,"408",1,81,38.73,227.8,97,13.75,161.8,5,2.16,8.0,"no",106,9.76,217.0,0,"no"
"370-8676","no",149,"415",0,132,25.13,147.8,94,23.53,276.8,6,2.75,10.2,"no",110,6.75,149.9,20,"yes"
"360-2329","yes",160,"415",1,136,39.93,234.9,134,23.02,270.8,2,3.75,13.9,"no",101,9.87,219.3,0,"no"
"360-1320","no",116,"408",2,54,18.85,110.9,82,18.14,213.4,2,2.13,7.9,"no",116,8.38,186.2,0,"no"
"329-8638","no",90,"415",1,94,21.17,124.5,90,19.69,231.7,12,1.73,6.4,"no",108,10.0,222.2,22,"yes"
"385-1118","yes",148,"415",0,81,39.7,233.5,71,15.95,187.7,2,2.59,9.6,"yes",97,5.5,122.3,0,"no"
"408-8269","yes",147,"415",2,134,33.54,197.3,99,11.99,141.1,4,2.73,10.1,"no",90,9.54,212.1,35,"yes"
"391-2334","no",95,"510",0,96,9.89,58.2,126,17.18,202.1,5,2.81,10.4,"no",97,9.47,210.5,0,"no"
"373-8900","no",201,"510",1,72,36.16,212.7,90,19.14,225.2,6,1.89,7.0,"no",99,8.78,195.1,0,"no"
"382-3512","no",80,"415",0,89,25.76,151.5,78,11.19,131.7,4,3.19,11.8,"no",131,10.59,235.3,0,"no"
"420-4089","no",122,"415",1,117,24.87,146.3,93,18.59,218.7,5,3.11,11.5,"yes",97,10.62,236.0,0,"no"
"406-8465","no",132,"408",0,100,33.17,195.1,95,12.65,148.8,2,1.81,6.7,"no",117,10.1,224.5,0,"no"
"386-6114","no",83,"510",1,71,35.51,208.9,92,18.26,214.8,5,3.51,13.0,"no",108,11.16,247.9,0,"no"
"413-9328","yes",99,"408",7,107,23.07,135.7,103,17.71,208.4,3,2.38,8.8,"no",95,9.4,209.0,0,"no"
"335-7144","yes",84,"415",3,86,38.4,225.9,105,23.43,275.6,3,3.86,14.3,"no",108,9.06,201.4,0,"no"
"414-5177","no",46,"415",1,67,20.77,122.2,62,14.21,167.2,6,2.62,9.7,"no",98,8.77,194.8,0,"no"
"350-5993","no",87,"510",2,106,26.06,153.3,117,19.08,224.5,5,2.4,8.9,"no",152,12.3,273.4,0,"no"
"370-1465","no",150,"415",1,117,36.38,214.0,89,16.35,192.4,4,2.13,7.9,"no",99,10.92,242.6,0,"no"
"385-2370","no",73,"408",1,112,33.12,194.8,85,14.21,167.2,6,2.92,10.8,"no",61,4.51,100.3,0,"no"
"358-9146","no",7,"415",3,87,35.14,206.7,83,23.89,281.1,5,2.97,11.0,"no",77,7.13,158.5,0,"no"
"357-8515","no",89,"415",2,105,31.96,188.0,107,12.86,151.3,3,2.84,10.5,"no",132,9.09,201.9,12,"yes"
"406-8995","yes",131,"408",3,83,20.79,122.3,94,10.1,118.8,3,3.7,13.7,"yes",95,6.66,147.9,0,"no"
"344-3145","no",105,"415",3,96,44.08,259.3,97,14.89,175.2,5,3.24,12.0,"no",36,10.01,222.4,0,"no"
"341-9890","yes",108,"408",2,114,19.57,115.1,70,17.96,211.3,3,3.73,13.8,"yes",85,6.12,136.1,0,"no"
"365-4387","no",47,"415",1,109,29.39,172.9,94,11.7,137.6,6,2.24,8.3,"no",109,9.17,203.8,28,"yes"
"375-3341","no",101,"415",1,116,26.59,156.4,114,11.08,130.4,5,1.97,7.3,"yes",109,9.33,207.3,0,"no"
"418-3096","no",182,"415",1,104,21.78,128.1,127,12.19,143.4,3,3.13,11.6,"no",98,8.59,191.0,24,"yes"
"378-3879","no",161,"408",1,73,33.42,196.6,79,14.47,170.2,3,3.38,12.5,"no",79,8.74,194.3,0,"no"
"344-1362","yes",128,"408",1,130,38.74,227.9,71,25.72,302.6,7,1.49,5.5,"no",82,8.62,191.5,0,"no"
"419-3937","no",69,"415",2,63,33.13,194.9,90,16.29,191.6,2,3.56,13.2,"no",129,6.89,153.0,31,"yes"
"348-4961","no",113,"408",1,63,7.63,44.9,82,11.41,134.2,3,3.59,13.3,"no",118,7.58,168.4,34,"yes"
"329-1410","no",87,"408",0,114,44.68,262.8,130,18.34,215.8,2,2.11,7.8,"no",88,6.97,154.8,30,"yes"
"332-9896","no",71,"415",0,70,35.9,211.2,122,21.48,252.7,3,3.32,12.3,"no",104,10.16,225.8,0,"no"
"407-8575","no",76,"415",1,69,34.68,204.0,110,19.13,225.1,5,2.59,9.6,"no",85,10.81,240.3,0,"no"
"387-2799","no",87,"510",3,109,37.94,223.2,86,10.84,127.5,4,3.92,14.5,"no",83,13.02,289.3,0,"no"
"373-9108","no",117,"408",1,82,20.23,119.0,108,15.94,187.5,3,3.11,11.5,"no",97,8.52,189.3,0,"no"
"345-3947","yes",177,"415",3,91,45.24,266.1,79,19.14,225.2,8,2.4,8.9,"no",58,10.11,224.7,0,"no"
"356-7511","no",95,"415",1,104,22.85,134.4,95,12.95,152.4,3,2.54,9.4,"no",80,10.64,236.5,0,"no"
"343-4516","no",76,"415",1,78,29.09,171.1,83,21.86,257.2,3,4.37,16.2,"no",92,4.12,91.6,0,"no"
"408-6305","no",66,"415",2,103,28.99,170.5,77,21.62,254.3,2,2.84,10.5,"no",138,8.88,197.3,0,"no"
"338-7305","no",110,"415",1,124,30.35,178.5,141,12.49,146.9,7,2.67,9.9,"no",102,9.77,217.1,0,"no"
"401-3077","no",204,"510",3,145,34.88,205.2,95,13.16,154.8,5,3.81,14.1,"no",77,8.61,191.4,0,"no"
"401-6977","no",32,"415",0,97,39.58,232.8,111,15.6,183.5,2,3.51,13.0,"no",111,9.31,206.8,31,"yes"
"385-1464","no",133,"408",5,107,40.78,239.9,77,21.57,253.8,3,1.81,6.7,"no",85,5.79,128.7,39,"yes"
"417-5034","no",185,"408",2,97,9.45,55.6,83,24.54,288.7,3,3.27,12.1,"no",110,5.0,111.2,0,"no"
"420-7066","no",103,"415",1,78,26.1,153.5,108,20.56,241.9,3,2.86,10.6,"no",110,11.01,244.7,37,"yes"
"394-8256","no",91,"510",1,100,18.67,109.8,104,16.12,189.6,3,3.0,11.1,"no",85,9.3,206.7,0,"no"
"362-5044","no",131,"415",2,89,33.34,196.1,87,15.77,185.5,6,1.4,5.2,"no",132,11.25,250.0,0,"no"
"350-2075","no",153,"510",0,127,28.36,166.8,121,12.2,143.5,4,3.19,11.8,"no",130,9.48,210.7,0,"no"
"343-5372","no",132,"415",2,96,19.24,113.2,107,22.94,269.9,7,1.92,7.1,"no",87,10.31,229.1,25,"yes"
"377-9520","no",148,"510",1,92,34.51,203.0,125,12.83,150.9,9,3.94,14.6,"no",131,11.05,245.5,0,"no"
"391-6773","no",141,"408",5,90,41.28,242.8,80,19.9,234.1,3,1.62,6.0,"no",104,9.52,211.5,0,"no"
"403-4442","no",105,"415",2,102,26.61,156.5,134,11.92,140.2,2,3.29,12.2,"no",111,10.23,227.4,0,"no"
"379-5885","yes",169,"408",3,105,45.34,266.7,88,13.45,158.2,3,3.73,13.8,"no",111,12.95,287.7,0,"no"
"399-1021","no",127,"415",1,80,30.94,182.0,85,18.37,216.1,4,2.65,9.8,"no",82,7.06,156.9,23,"yes"
"342-4004","no",57,"415",0,92,14.6,85.9,127,16.48,193.9,2,2.73,10.1,"no",93,10.42,231.5,0,"no"
"382-7659","no",123,"415",0,87,24.92,146.6,59,9.76,114.8,7,0.78,2.9,"no",99,9.92,220.4,33,"yes"
"342-1004","yes",103,"510",4,101,18.79,110.5,81,17.71,208.3,2,3.75,13.9,"no",77,3.93,87.4,35,"yes"
"398-5851","no",101,"415",1,89,20.16,118.6,97,16.97,199.6,5,3.11,11.5,"no",61,2.4,53.3,0,"no"
"396-4869","no",123,"415",2,105,33.59,197.6,86,6.8,80.0,12,4.21,15.6,"no",82,5.44,120.8,22,"yes"
"422-8333","no",78,"510",6,116,35.75,210.3,83,16.34,192.2,4,2.92,10.8,"no",92,11.07,246.1,32,"yes"
"367-9127","no",101,"415",4,96,37.45,220.3,72,24.29,285.8,6,2.54,9.4,"no",111,9.14,203.0,28,"yes"
"420-3028","no",129,"415",1,98,25.5,150.0,101,19.75,232.4,6,3.38,12.5,"no",123,11.75,261.2,0,"no"
"357-6348","no",67,"415",0,114,27.49,161.7,115,17.65,207.6,4,2.48,9.2,"no",114,9.26,205.7,34,"yes"
"386-1131","no",37,"415",3,116,32.54,191.4,99,14.23,167.4,5,3.78,14.0,"no",112,9.74,216.5,0,"no"
"349-8391","no",64,"415",3,83,24.94,146.7,91,12.61,148.3,3,3.38,12.5,"yes",69,10.74,238.6,0,"no"
"421-1484","no",173,"510",1,103,18.6,109.4,111,8.61,101.3,7,2.11,7.8,"no",106,7.53,167.3,0,"no"
"414-2663","no",135,"510",1,115,24.5,144.1,68,21.23,249.8,3,3.67,13.6,"no",82,9.51,211.4,0,"no"
"327-6989","no",75,"415",1,93,42.31,248.9,108,14.52,170.8,8,3.02,11.2,"no",91,4.7,104.5,42,"yes"
"405-5513","yes",88,"415",4,112,14.57,85.7,70,18.84,221.6,3,3.13,11.6,"no",75,8.58,190.6,0,"no"
"345-9168","no",112,"415",3,112,36.52,214.8,104,17.82,209.7,5,2.54,9.4,"no",97,7.4,164.4,0,"no"
"417-5146","no",113,"408",0,137,27.01,158.9,109,20.64,242.8,4,1.76,6.5,"no",97,11.15,247.8,0,"no"
"339-2792","no",121,"510",2,94,18.7,110.0,76,12.03,141.5,3,1.73,6.4,"no",87,10.68,237.3,28,"yes"
"345-8397","no",70,"415",1,145,25.98,152.8,102,15.61,183.6,2,2.84,10.5,"no",75,6.83,151.8,0,"no"
"344-6404","no",90,"415",0,103,24.75,145.6,137,16.75,197.1,4,2.84,10.5,"no",83,13.25,294.5,0,"no"
"417-9455","no",39,"408",0,83,15.86,93.3,114,16.97,199.6,4,1.76,6.5,"no",104,9.28,206.2,0,"no"
"343-1009","no",142,"408",0,134,36.86,216.8,106,15.96,187.8,2,2.24,8.3,"no",108,6.21,138.1,0,"no"
"365-3493","no",176,"408",1,101,34.32,201.9,78,13.15,154.7,2,2.43,9.0,"no",79,7.4,164.4,0,"no"
"376-7043","no",105,"408",1,81,24.89,146.4,80,19.13,225.1,2,2.3,8.5,"no",117,10.35,230.1,0,"no"
"348-5728","yes",57,"415",2,74,46.36,272.7,85,19.12,224.9,3,2.84,10.5,"no",104,8.02,178.2,0,"no"
"357-5784","no",110,"510",1,92,3.21,18.9,81,21.96,258.4,4,4.0,14.8,"no",74,4.93,109.6,0,"no"
"417-9844","no",88,"415",2,81,29.38,172.8,90,16.44,193.4,5,3.46,12.8,"no",107,4.03,89.6,0,"no"
"333-7225","no",95,"408",0,119,32.33,190.2,70,13.35,157.1,6,3.78,14.0,"no",120,8.17,181.5,0,"no"
"382-4943","no",147,"415",3,83,22.2,130.6,144,17.69,208.1,3,4.21,15.6,"no",72,9.21,204.6,0,"no"
"345-4589","yes",101,"415",4,92,26.93,158.4,117,15.98,188.0,4,3.65,13.5,"no",125,9.89,219.7,0,"no"
"404-6337","no",115,"415",1,111,28.31,166.5,98,20.08,236.2,2,4.21,15.6,"no",92,9.25,205.6,0,"no"
"412-1470","no",103,"415",2,103,21.98,129.3,89,17.24,202.8,2,3.48,12.9,"no",126,10.49,233.0,0,"no"
"394-9220","no",82,"415",0,112,33.88,199.3,120,16.44,193.4,10,1.89,7.0,"no",117,11.45,254.4,0,"no"
"364-5362","no",141,"415",0,126,31.47,185.1,98,19.81,233.0,7,2.46,9.1,"no",106,6.85,152.2,0,"no"
"372-9852","no",149,"408",2,80,29.82,175.4,127,16.78,197.4,2,2.62,9.7,"no",102,8.47,188.2,0,"no"
"394-9984","no",131,"510",2,123,44.78,263.4,74,12.91,151.9,2,2.89,10.7,"no",101,9.83,218.5,0,"no"
"402-1668","no",119,"510",1,108,16.01,94.2,100,22.45,264.1,3,1.97,7.3,"no",79,9.17,203.7,0,"no"
"339-5659","no",112,"510",3,83,32.2,189.4,89,18.62,219.0,8,1.92,7.1,"no",116,7.56,168.0,0,"no"
"341-7279","no",116,"510",2,103,20.06,118.0,106,14.21,167.2,2,3.19,11.8,"no",102,9.26,205.7,35,"yes"
"371-3236","no",94,"415",3,98,36.06,212.1,89,16.1,189.4,5,2.27,8.4,"no",95,15.85,352.2,0,"no"
"343-5679","no",90,"408",2,93,37.74,222.0,103,15.9,187.0,6,3.35,12.4,"no",124,12.7,282.3,0,"no"
"347-4626","no",114,"415",0,98,37.88,222.8,105,15.34,180.5,4,3.51,13.0,"no",101,6.81,151.3,31,"yes"
"344-8498","no",63,"408",1,137,32.3,190.0,76,9.91,116.6,2,3.29,12.2,"no",110,6.37,141.5,25,"yes"
